batch	compound	rt_mean	rt_shift	rt_stdev	sample
2	PGE2	4.78757657657658	-0.012576576576576	0.0342524185077225	pr01_example_aac_0002
2	PGE3	4.01711009174312	-0.0131100917431199	0.0427536741868227	pr01_example_aac_0002
2	PGE1	5.07690265486726	0.0120973451327426	0.0476673676566823	pr01_example_aac_061
2	PGE2	4.78757657657658	-0.00657657657657573	0.0342524185077225	pr01_example_aac_061
2	PGE3	4.01711009174312	-0.00711009174311972	0.0427536741868227	pr01_example_aac_061
2	PGE1	5.07690265486726	0.0170973451327425	0.0476673676566823	pr01_example_aac_045
2	PGE2	4.78757657657658	-0.00257657657657617	0.0342524185077225	pr01_example_aac_045
2	PGE3	4.01711009174312	-0.00511009174311994	0.0427536741868227	pr01_example_aac_045
2	PGE1	5.07690265486726	0.0330973451327434	0.0476673676566823	pr01_example_aac_056
2	PGE2	4.78757657657658	-0.00157657657657584	0.0342524185077225	pr01_example_aac_056
2	PGE3	4.01711009174312	-0.00211009174311982	0.0427536741868227	pr01_example_aac_056
2	PGE1	5.07690265486726	0.0310973451327436	0.0476673676566823	pr01_example_aac_087
2	PGE2	4.78757657657658	0.00242342342342372	0.0342524185077225	pr01_example_aac_087
2	PGE3	4.01711009174312	-0.00211009174311982	0.0427536741868227	pr01_example_aac_087
2	PGE1	5.07690265486726	0.0300973451327433	0.0476673676566823	pr01_example_aac_103
2	PGE2	4.78757657657658	0.0044234234234235	0.0342524185077225	pr01_example_aac_103
2	PGE3	4.01711009174312	0.00088990825688029	0.0427536741868227	pr01_example_aac_103
2	PGE1	5.07690265486726	0.029097345132743	0.0476673676566823	pr01_example_aac_094
2	PGE2	4.78757657657658	-0.00457657657657595	0.0342524185077225	pr01_example_aac_094
2	PGE3	4.01711009174312	-0.00311009174312016	0.0427536741868227	pr01_example_aac_094
2	PGE1	5.07690265486726	0.0300973451327433	0.0476673676566823	pr01_example_aac_154
2	PGE2	4.78757657657658	-0.0085765765765764	0.0342524185077225	pr01_example_aac_154
2	PGE3	4.01711009174312	-0.0141100917431194	0.0427536741868227	pr01_example_aac_154
2	PGE1	5.07690265486726	0.0310973451327436	0.0476673676566823	pr01_example_aac_033
2	PGE2	4.78757657657658	-0.0105765765765762	0.0342524185077225	pr01_example_aac_033
2	PGE3	4.01711009174312	-0.00711009174311972	0.0427536741868227	pr01_example_aac_033
2	PGE1	5.07690265486726	0.0220973451327433	0.0476673676566823	pr01_example_aac_175
2	PGE2	4.78757657657658	-0.00757657657657607	0.0342524185077225	pr01_example_aac_175
2	PGE3	4.01711009174312	-0.0101100917431198	0.0427536741868227	pr01_example_aac_175
2	PGE1	5.07690265486726	-0.0999026548672566	0.0476673676566823	pr01_example_aac_001
2	PGE2	4.78757657657658	-0.0155765765765761	0.0342524185077225	pr01_example_aac_001
2	PGE3	4.01711009174312	-0.00811009174312005	0.0427536741868227	pr01_example_aac_001
2	PGE1	5.07690265486726	0.0340973451327438	0.0476673676566823	pr01_example_aac_0002
2	PGE2	4.78757657657658	0.00342342342342405	0.0342524185077225	pr01_example_aac_0002
2	PGE3	4.01711009174312	-0.000110091743120044	0.0427536741868227	pr01_example_aac_0002
2	PGE1	5.07690265486726	0.037097345132743	0.0476673676566823	pr01_example_aac_022
2	PGE2	4.78757657657658	0.00242342342342372	0.0342524185077225	pr01_example_aac_022
2	PGE3	4.01711009174312	0.00288990825688007	0.0427536741868227	pr01_example_aac_022
2	PGE1	5.07690265486726	-0.0919026548672566	0.0476673676566823	pr01_example_aac_128
2	PGE2	4.78757657657658	0.000423423423423941	0.0342524185077225	pr01_example_aac_128
2	PGE3	4.01711009174312	-0.0041100917431196	0.0427536741868227	pr01_example_aac_128
2	PGE1	5.07690265486726	-0.0749026548672571	0.0476673676566823	pr01_example_aac_203
2	PGE2	4.78757657657658	0.0124234234234235	0.0342524185077225	pr01_example_aac_203
2	PGE3	4.01711009174312	0.0038899082568804	0.0427536741868227	pr01_example_aac_203
2	PGE1	5.07690265486726	0.0250973451327434	0.0476673676566823	pr01_example_aac_026
